LocationId,LocationName,Address,Address2,TownCity,Country,Postcode,PhoneNumber,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,ProductCard,ContactDetail,Longitude,Latitude,isYextRestrict,RichText,PlantType,CompanyName,LocationImage,FileCard,AddPage,PublisherImages,State,Region,isLocationClosed
,"Betonárna Benešov, Cemex Czech Republic, s.r.o.",Černoleská,Central Bohemian Region,Benešov,Czech Republic,256 01, 606 642 845,"openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 17:00","openTime_1 : 08:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0845 155 9215
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",14.69205189,49.76791258,TRUE,"Betonárna BHS 2,0 s hodinovým výkonem 90 m čerstvého betonu se nachází v Benešově. Je vybavena zařízením pro ohřev záměsové vody a předehřev kameniva. Betonárna je vybavena i recyklačním zařízením pro zpracování zbytkového betonu. Celoroční automatický, počítačem řízený provoz zajišťuje špičkovou kvalitu betonu. Nabízíme produkty jako Anhydritové lité potěry Anhylevel, Anhylevel Heat, Anhylevel Extranivel, Cementové lité potěry, CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Dopravu mixem, pumpování a čerpání betonu zajišťujeme po celém okolí Benešova, včetně Bystřice, Neveklova, Týnce nad Sázavou či Bukovan. Produkty řady Vertua podporujeme udržitelnou výstavbu.",Concrete,-,,-,,-,-,Central Bohemian Region,FALSE
,"Betonárna Šenov, Cemex Czech Republic, s.r.o.",Těšínská 880,Moravskoslezský kraj,Šenov-Šenov u Ostravy,Czech Republic,739 34, 602 700 071,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01784 485 348
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",18.3983792,49.7908481,TRUE,"Betonárna STETTER M2-T2 s objemem mísícího jádra 2 m a hodinovým výkonem 60 m čerstvého betonu. Automatický, počítačem řízený provoz po celý rok. Zařízení pro ohřev záměsové vody pro zimní období. Recyklační zařízení pro zpracování zbytkového betonu. Betonárna se nachází v Ostravě-Šenově a doveze čerstvý beton i do okolí jako do Havířova, Radvanovic, Bartonic, Laz, či Václavovic. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Dále nabízíme autodopravu mixem, pumpování a čerpání betonu. Cemex usiluje o udržitelnou výstavbu pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Moravskoslezský kraj,FALSE
,"Betonárna Plzeň - Letkov, Cemex Czech Republic, s.r.o.",Božkov,Plzeňský kraj,Plzeň 26,Czech Republic,315 03, 602 477 342,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0845 155 9229",13.4639485,49.7220206,TRUE,"Betonárna BHS 2 m s hodinovým výkonem 70 m čerstvého betonu je vybavena zařízením pro ohřev záměsové vody a předehřev kameniva. Celoroční automatický, počítačem řízený provoz zajišťuje špičkovou kvalitu betonu. Betonárna je vybavena i recyklačním zařízením pro zpracování zbytkového betonu. Naše betonárna v Plzni-Božkově nabízí špičkové produkty jako Anhydritové lité potěry Anhylevel, Cementové lité potěry CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Dále nabízíme autodopravu mixem, pumpování a čerpání betonu. Naše betonárna je vhodná pro stavební projekty v okolí Plzně-Božkova, ale také v okolí dalších měst jako Letkov, Mokrouše, Starý Plzenec Rokycany, Kyšice či Cernice.",Concrete,-,,-,,-,-,Plzeňský kraj,FALSE
,"Štěrkovna Spytihněv, Cemex Czech Republic, s.r.o.",Spytihněv,Zlínský kraj,Spytihněv,Czech Republic,76364, 725 530 410,"openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 12:30",Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 07392 121914",17.50978513,49.1331,TRUE,"Štěrkovna Syptihněv nabízí širokou škálu kameniva pro nejrůznější stavební účely. Nabízíme prodej kameniva, písku, drceného kameniva, lomového kamene, stěrkopísku a zahradního kameniva. Všechny frakce štěrku jsou dostupné v 0/4, 4/8, 8/16, 11/22. Písek 0/4 a 4/8 je ideální pro dětská hřiště. Kopaný písek 0/2 je dostupný v Big Bagu. Drcené frakce jsou dostupné v 4/8, 0/32, 0/63, 16/32. <br>Můžeme nabídnout smluvní přepravce a dovézt kamenivo do měst: Napajedla, Otrokovice, Uherské Hradiště a Spytihněv a jejich okolí. Pokud hledáte kvalitní kamenivo pro stavební účely, zásyp drenáže, dětská hřiště nebo zahradu, obraťte se na našeho obchodního zástupce.",Aggregates,-,,-,,-,-,Zlínský kraj,FALSE
,"Betonárna Čáslav, Cemex Czech Republic, s.r.o.",Chrudimská,Středočeský kraj,Čáslav,Czech Republic,286 01, 602 202 690,"openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0800 353 433
ContactName_2 : Bulk Cement,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0800 353 433",15.40005235,49.91263692,TRUE,"Betonárna STETTER 1 m s hodinovým výkonem 50 m čerstvého betonu je vybavena zařízením pro ohřev záměsové vody a kameniva, což umožňuje celoroční automatický, počítačem řízený provoz. Kromě toho nabízíme i recyklační zařízení pro zpracování zbytkového betonu. Naše betonárna se nachází v Čáslavi a její služby jsou dostupné i v okolních městech jako jsou Kutná Hora, Drobovice, Močovice, Církvice či Chotusice. Nabízíme špičkovou kvalitu produktů jako jsou anhydritové lité potěry Anhylevel, cementové lité potěry, CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Dále nabízíme autodopravu mixem, pumpování a čerpání betonu. Cemex usiluje o udržitelnou výstavbu pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Středočeský kraj,FALSE
,"Betonárna Velké Meziříčí, Cemex Czech Republic, s.r.o.",Karlov 169,Kraj Vysočina,Velké Meziříčí,Czech Republic,594 01, 777 792 051,"openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : Manager,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : Manager,  EmailAddress_2 : -,  PhoneNumber1_2 : 0845 155 9215
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : Manager,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",16.03112091,49.34688757,TRUE,"Betonárna Liebher 1.0 m3 s míchacím jádrem ARCEN MEV 1500 V2M v Velkém Meziříčí nabízí špičkovou kvalitu betonu s hodinovým výkonem 40 m. Je vybavena zařízením pro ohřev záměsové vody a kameniva, které zajišťuje celoroční automatický, počítačem řízený provoz. Betonárna je také vybavena recyklačním zařízením pro zpracování zbytkového betonu. Nabízíme špičkové produkty jako Anhydritové lité potěry Anhylevel, Anhylevel Heat, Anhylevel Extranivel, Cementové lité potěry, CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Dopravíme beton do okolních měst jako Petráveč, Martinice, Jabloňov, Dolní Heřmanice či Křížanov. Využijte našich produktů řady Vertua pro udržitelnou výstavbu.",Concrete,-,,-,,-,-,Kraj Vysočina,FALSE
,"Betonárna Havlíčkův Brod, Cemex Czech Republic, s.r.o.",Lidická,Kraj Vysočina,Havlíčkův Brod-Havlíčkův Brod,Czech Republic,580 01, 728 823 767,"openTime_1 : 07:30, closeTime_1 : 16:30","openTime_1 : 07:30, closeTime_1 : 16:30","openTime_1 : 07:30, closeTime_1 : 16:30","openTime_1 : 07:30, closeTime_1 : 16:30","openTime_1 : 07:30, closeTime_1 : 16:30",Closed,Closed,-,"ContactName_1 : Telephone,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01753 598 590",15.58002913,49.59224823,TRUE,"Betonárna typ BHS 50 s hodinovým výkonem 50 m čerstvého betonu je vybavena zařízením pro ohřev záměsové vody a kameniva, předehřev kameniva a recyklační zařízení pro zpracování zbytkového betonu. Celoroční automatický, počítačem řízený provoz. Betonárna se nachází v Havlíčkově Brodě a je schopna dovézt čerstvý beton do okolních měst jako jsou Chotěboř, Ledeč nad Sázavou, Světlá nad Sázavou, Přibyslav či Humpolec. Nabízíme špičkovou kvalitu produktů jako jsou Anhydritové lité potěry Anhylevel, Anhylevel Heat, Anhylevel Extranivel, Cementové lité potěry, CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Usilujeme o udržitelnou výstavbu pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Kraj Vysočina,FALSE
,"Lom Mítov, Cemex Czech Republic, s.r.o.",okres Plzeň-jih,Plzeňský kraj,Nové Mitrovice,Czech Republic,33563, 773 782 781,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Aggregate Asphalt Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 155 2410
ContactName_2 : Tel,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01797 321507",13.65760148,49.59238693,TRUE,"Kamenolom Mítov nabízí prodej drceného kameniva ve frakcích 0/4, 4/8, 8/16, 11/22, 16/32, 0/32, 0/32 ŠDa, 0/63, 32/63, 0/250, GAB 250 (kámen do gabionů), nestandard, odhlinění, LK - lomový kámen tříděný, LKZ - lomový kámen záhozový a zahradní kámen (velké okrasné kameny) hornina Spilit. <br><br>Kamenolom Mítov může zákazníkům nabídnout smluvní přepravce dle dostupné nosnosti: návěs, souprava, solo, osmikola, ostatní (dle dohody). Prodloužení výdejní doby je možné na základě povolení obchodního zástupce. Kamenolom Mítov dovezou kamenivo do měst Blovice, Nové Mitrovice, Spálené Poříčí a jejich okolí. Pokud hledáte kvalitní kamenivo pro své stavební účely, nebo na zahradu, obraťte se na obchodního zástupce.",Aggregates,-,,-,,-,-,Plzeňský kraj,FALSE
,"Betonárna Žďár nad Sázavou - Cemex Czech Republic, s.r.o.",Jihlavská 1007,Kraj Vysočina,Ždár nad Sázavou,Czech Republic,591 01, 777 792 045,"openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 16:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Shipping Office (North West),  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 155 9265
ContactName_2 : Concrete Sales,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 600 6464
ContactName_3 : Concrete Account Orders,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 155 9265
ContactName_4 : Screed Sales,  JobPosition_4 : -,  EmailAddress_4 : -,  PhoneNumber1_4 : 0345 155 9265",15.94988118,49.55362408,TRUE,"Betonárna Stetter M 1.0 m3 s míchacím jádrem Stetter T1000 s hodinovým výkonem 40 m čerstvého betonu. Automatický, počítačem řízený provoz celoročně. Zařízení pro ohřev záměsové vody a kameniva pro zimní období. Recyklační zařízení pro zpracování zbytkového betonu. Betonárna se nachází ve městě Ždár nad Sázavou a její služby jsou dostupné i v okolních městech jako jsou Polnička, Ostrov nad Oslavou, Nové Veselí, či Nové Město na Moravě. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, , cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Autodopravu mixem, pumpování (čerpání) betonu. Udržitelnou výstavbu pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Kraj Vysočina,FALSE
,"Betonárna Lovosice - Prosmyky, Cemex Czech Republic, s.r.o.",Prosmycká,Ústecký kraj,Lovosice,Czech Republic,410 02, 724 564 176,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01142 418220
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 6053
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 01788 462016",14.09191553,50.51594651,TRUE,"Betonárna Stetter 2,0 m s hodinovým výkonem 65 m čerstvého betonu je vybavena zařízením pro ohřev záměsové vody a předehřev kameniva. Celoroční automatický, počítačem řízený provoz zajišťuje špičkovou kvalitu betonu. Betonárna je vybavena i recyklačním zařízením pro zpracování zbytkového betonu. Nabízíme špičkové kvality anhydritové lité potěry Anhylevel, Anhylevel Heat, Anhylevel Extranivel, Cementové lité potěry, jako CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony a písek či štěrk. Autodopravu mixem, pumpování a čerpání betonu. Betonárna Cemex se nachází v Lovosicích a Prosmycích a do 20 km okolí dokážeme přivézt čerstvý beton do měst jako jsou Litoměřice, Terezín, či Třebenice.",Concrete,-,,-,,-,-,Ústecký kraj,FALSE
,"Betonárna Stonava, Cemex Czech Republic, s.r.o.",areál NKZ,Moravskoslezský kraj,Stonava,Czech Republic,735 34, 606 748 204,"openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 18:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 02085 925272
ContactName_2 : Aggregate Asphalt Sales,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 2410",18.548833,49.810995,TRUE,"Betonárna Stetter V 1.5 s mísícím jádrem o objemu 1,5 m a hodinovým výkonem 50 m čerstvého betonu. Automatický, počítačem řízený provoz po celý rok. Betonárna se nachází ve Stonavě a je schopna dovézt čerstvý beton do okolních obcí jako jsou Bohumín, Orlová, Karviná, Petrovice u Karviné či Dětmarovice. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Naše betonárna usiluje o udržitelnou výstavbu pomocí produktů řady Vertua.",Concrete,-,,-,,-,-,Moravskoslezský kraj,FALSE
,"Betonárna Pardubice - Semtín, Cemex Czech Republic, s.r.o.",Semtín 102,Pardubický kraj,Pardubice,Czech Republic,533 54, 602 471 959,"openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01332 665 779
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 147 9172",15.737391,50.0549438,TRUE,"Betonárna Cemex se nachází v Pardubicích a je vybavena moderními technologiemi pro výrobu špičkové kvality betonu. Naše betonárna typu Stetter H2 věžová s válcovým 5-ti komorovým zásobníkem a šikmým pásem se spodními odběry je vybavena dvourotorovou míchačkou BHS 2,25 m s hodinovým výkonem 90 m čerstvého betonu. Celoroční automatický, počítačem řízený provoz je vybaven zařízením pro ohřev kameniva a záměsové vody. Nabízíme širokou škálu produktů, jako jsou anhydritové lité potěry, cementové lité potěry, konstrukční betony, samozhutnitelné betony, drátkobetony, vláknobetony, písek a štěrk. Nabízíme autodopravu mixem, pumpování (čerpání) betonu. Betonárna doveze čerstvý beton do okolních měst, jako Opatovice, Srch, Ráby, Sezemice a další.",Concrete,-,,-,,-,-,Pardubický kraj,FALSE
,"Betonárna Ostrava-Mariánské Hory, Cemex Czech Republic, s.r.o.",Mariánskohorská 92,Moravian-Silesian Region,Ostrava 2,Czech Republic,702 00, 596 539 520,"openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 17:00","openTime_1 : 07:30, closeTime_1 : 17:00","openTime_1 : 07:00, closeTime_1 : 12:00",Closed,-,"ContactName_1 : Dry Silo Mortar,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 01926 811133
ContactName_2 : Tel,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01298 72612
ContactName_3 : Aggregate Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 155 7373
ContactName_4 : Asphalt Sales,  JobPosition_4 : -,  EmailAddress_4 : -,  PhoneNumber1_4 : 0345 155 6367",18.24950918,49.83892069,TRUE,"Betonárna Stetter V 1.5 s dvouhřídelovým mísícím jádrem o objemu 1.5 m a výrobním výkonem až 60 m/hod čerstvého betonu. Automatický, počítačem řízený provoz celoročně, vybavený zařízením pro ohřev záměsové vody pro zimní období. Betonárka nabízí špičkovou kvalitu produktů jako Anhydritové lité potěry Anhylevel, cementové lité potěry, CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Kromě toho nabízíme autodopravu mixem, pumpování a čerpání betonu. Betonárna Cemex v Ostravě se zaměřuje na udržitelnou výstavbu pomocí produktů řady Vertua. Díky naší autodopravě můžeme dovážet čerstvý beton do okolních měst jako jsou Poruba, Klimkovice, Hlučín, či Ludgeřovice.",Concrete,-,,-,,-,-,Moravian-Silesian Region,FALSE
,"Betonárna Vlašim, Cemex Czech Republic, s.r.o.",Průmyslová 1888,Středočeský kraj,Vlašim,Czech Republic,258 01, 604 206 156,"openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 16:30","openTime_1 : 07:00, closeTime_1 : 11:00",Closed,-,"ContactName_1 : Tel,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0845 155 9208
ContactName_2 : Aggregate Sales,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 9208",14.9065806,49.6987439,TRUE,"Betonárna Stasis RTM 750S s hodinovým výkonem 25 m čerstvého betonu je vybavena zařízením pro ohřev záměsové vody a je schopna zajistit celoroční automatický, počítačem řízený provoz. Naše betonárna se nachází v blízkosti Vlašimi a je schopna dovézt špičkovou kvalitu betonu do okolních měst jako jsou Kladruby, Zdislavice, Kondrac, Louňovice, Veliš či Načeradec. Nabízíme širokou škálu produktů, včetně anhydritových litých potěrů Anhylevel, cementových litých potěrů CemLevel, konstrukčních betonů, samozhutnitelných betonů Compacton, drátkobetonů, vláknobetonů, písku a štěrku. Kromě toho nabízíme autodopravu mixem, pumpování a čerpání betonu. Naše produkty řady Vertua pomáhají udržovat udržitelnou výstavbu.",Concrete,-,,-,,-,-,Středočeský kraj,FALSE
,"Betonárna Hradec Králové - Slezské Předměstí, Cemex Czech Republic, s.r.o.",Bratří Štefanů 986,Královéhradecký kraj,Hradec Králové,Czech Republic,500 03, 606 642 843,"openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 17:30","openTime_1 : 07:30, closeTime_1 : 12:30",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0345 155 6053",15.8763787,50.2207358,TRUE,"Betonárna Stetter H2 s 5-ti komorovým zásobníkem, elevátorem a vibračním podavačem je vybavena dvourotorovou míchačkou BHS 2,0 m s výkonem 80 m čerstvého betonu. Automatický provoz je řízen počítačem a pro zimní období je zařízení vybaveno ohřevem kameniva a záměsové vody. Betonárna se nachází v Hradci Králové a její okolí, kde nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukční betony, samozhutnitelné betony Compacton, drátkobetony, vláknobetony, písek a štěrk. Nabízíme autodopravu mixem, pumpování (čerpání) betonu. Dovezeme čerstvý beton i do okolních měst jako jsou Divec, Librantice, Skalice, Třebechovice pod Orebem či Běleč nad Orlicí.",Concrete,-,,-,,-,-,Královéhradecký kraj,FALSE
,"Betonárna Znojmo, Cemex Czech Republic, s.r.o.",Dobšická 17,Jihomoravský kraj,Znojmo,Czech Republic,671 82, 606 748 208,"openTime_1 : 07:15, closeTime_1 : 17:15","openTime_1 : 07:15, closeTime_1 : 17:15","openTime_1 : 07:15, closeTime_1 : 17:15","openTime_1 : 07:15, closeTime_1 : 17:15","openTime_1 : 07:15, closeTime_1 : 17:15","openTime_1 : 07:15, closeTime_1 : 12:15",Closed,-,"ContactName_1 : Concrete Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 0345 600 6464
ContactName_2 : Concrete Account Orders,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 0191 378 7821
ContactName_3 : Mortar Screed Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 155 1811",16.0774612,48.8522682,TRUE,"Betonárna Stetter H1.0 s hodinovým výkonem 50 m čerstvého betonu se nachází v Znojmě. Nabízíme špičkovou kvalitu anhydritových litých potěrů Anhylevel, Anhylevel Heat, Anhylevel Extranivel, cementových litých potěrů CemLevel, konstrukčních betonů, samozhutnitelných betonů Compacton, drátkobetonů a vláknobetonů. Kromě toho prodáváme také písek a štěrk. Naše betonárna poskytuje autodopravu mixem, pumpování a čerpání betonu. Cemex se zavazuje k udržitelné výstavbě pomocí produktů řady Vertua. Naše betonárna dokáže dovézt čerstvý beton do okolních měst jako jsou Chvalovice, Hodonice, Únanov, Kuchařovice, Suchohrdly, či Přímětice. Na našich stránkách si můžete spočítat objem betonu a získat nezávaznou cenovou nabídku.",Concrete,-,,-,,-,-,Jihomoravský kraj,FALSE
,"Štěrkovna Smiřice, Cemex Czech Republic, s.r.o.",Písníkovna,Královéhradecký kraj,Smiřice,Czech Republic,503 03, 725 733 383,"openTime_1 : 06:00, closeTime_1 : 14:30","openTime_1 : 06:00, closeTime_1 : 14:30","openTime_1 : 06:00, closeTime_1 : 14:30","openTime_1 : 06:00, closeTime_1 : 14:30","openTime_1 : 06:00, closeTime_1 : 14:30","openTime_1 : 06:00, closeTime_1 : 09:30","openTime_1 : 06:00, closeTime_1 : 09:30",-,"ContactName_1 : Asphalt Sales,  JobPosition_1 : -,  EmailAddress_1 : -,  PhoneNumber1_1 : 07469 028596
ContactName_2 : Asphalt Plant,  JobPosition_2 : -,  EmailAddress_2 : -,  PhoneNumber1_2 : 01513 556717
ContactName_3 : Concrete Sales,  JobPosition_3 : -,  EmailAddress_3 : -,  PhoneNumber1_3 : 0345 600 6464
ContactName_4 : Concrete Account Orders,  JobPosition_4 : -,  EmailAddress_4 : -,  PhoneNumber1_4 : 0845 155 9265",15.84642892,50.28612513,TRUE,"Štěrkovna Smiřice nabízí širokou škálu kameniva pro stavební účely. Můžete si u nás vybrat z frakcí 0/4, 4/8, 8/16, 11/22, 16/32 KLU, 22/63 MN, 32/63 odpadní, 0/32, 0/63, 0/4 M. Naše kamenivo lze použít pro nejrůznější stavební účely, jako je například zásyp drenáže, dětská hřiště, zahradní kamenivo, prodej písku, prodej drceného kameniva, lomového kamene, stěrkopísku a další. <br>Můžeme nabídnout smluvní přepravce a prodloužení výdejní doby je možné na základě povolení obchodního zástupce. Naše služby jsou k dispozici v městech Předměřice nad Labem, Černožice, Černilov, Hradec KrálovéSmiřice a jejich okolí. <br><br>Neváhejte se obrátit na našeho obchodního zástupce.",Aggregates,-,,-,,-,-,Královéhradecký kraj,FALSE
